WBGene00000001	detected
WBGene00000003	detected
WBGene00000004	detected
WBGene00000005	detected
WBGene00000006	detected
WBGene00000010	detected
WBGene00000012	detected
WBGene00000017	detected
WBGene00000018	detected
WBGene00000020	detected
WBGene00000035	detected
WBGene00000036	detected
WBGene00000040	detected
WBGene00000041	detected
WBGene00000054	detected
WBGene00000055	detected
WBGene00000063	enriched
WBGene00000064	enriched
WBGene00000065	enriched
WBGene00000066	enriched
WBGene00000067	detected
WBGene00000068	detected
WBGene00000070	detected
WBGene00000071	detected
WBGene00000074	detected
WBGene00000075	detected
WBGene00000079	detected
WBGene00000080	detected
WBGene00000081	detected
WBGene00000083	detected
WBGene00000089	detected
WBGene00000090	detected
WBGene00000092	detected
WBGene00000093	detected
WBGene00000094	detected
WBGene00000095	detected
WBGene00000097	detected
WBGene00000098	detected
WBGene00000099	detected
WBGene00000100	detected
WBGene00000101	detected
WBGene00000102	detected
WBGene00000103	detected
WBGene00000105	detected
WBGene00000106	detected
WBGene00000107	detected
WBGene00000109	detected
WBGene00000110	detected
WBGene00000112	detected
WBGene00000113	detected
WBGene00000114	detected
WBGene00000115	enriched
WBGene00000116	detected
WBGene00000117	detected
WBGene00000118	detected
WBGene00000120	detected
WBGene00000121	detected
WBGene00000122	detected
WBGene00000123	detected
WBGene00000138	detected
WBGene00000140	detected
WBGene00000142	detected
WBGene00000143	detected
WBGene00000145	detected
WBGene00000146	detected
WBGene00000148	detected
WBGene00000149	detected
WBGene00000150	detected
WBGene00000151	detected
WBGene00000155	detected
WBGene00000156	detected
WBGene00000157	detected
WBGene00000158	detected
WBGene00000159	detected
WBGene00000160	detected
WBGene00000161	detected
WBGene00000162	detected
WBGene00000163	detected
WBGene00000164	detected
WBGene00000165	detected
WBGene00000168	detected
WBGene00000170	detected
WBGene00000175	detected
WBGene00000176	detected
WBGene00000177	detected
WBGene00000178	detected
WBGene00000179	detected
WBGene00000180	detected
WBGene00000181	detected
WBGene00000182	detected
WBGene00000183	detected
WBGene00000184	detected
WBGene00000186	detected
WBGene00000187	detected
WBGene00000188	detected
WBGene00000189	detected
WBGene00000192	detected
WBGene00000195	detected
WBGene00000196	detected
WBGene00000197	detected
WBGene00000198	detected
WBGene00000199	detected
WBGene00000200	detected
WBGene00000201	detected
WBGene00000202	detected
WBGene00000203	detected
WBGene00000204	detected
WBGene00000205	detected
WBGene00000206	detected
WBGene00000207	detected
WBGene00000208	detected
WBGene00000209	detected
WBGene00000210	detected
WBGene00000211	detected
WBGene00000214	detected
WBGene00000216	detected
WBGene00000217	enriched
WBGene00000218	detected
WBGene00000219	detected
WBGene00000220	detected
WBGene00000221	detected
WBGene00000222	detected
WBGene00000223	detected
WBGene00000224	detected
WBGene00000225	detected
WBGene00000226	detected
WBGene00000228	enriched
WBGene00000229	detected
WBGene00000230	detected
WBGene00000231	detected
WBGene00000232	detected
WBGene00000235	detected
WBGene00000236	detected
WBGene00000237	detected
WBGene00000238	detected
WBGene00000240	detected
WBGene00000244	detected
WBGene00000245	detected
WBGene00000247	detected
WBGene00000248	detected
WBGene00000249	detected
WBGene00000250	detected
WBGene00000254	detected
WBGene00000256	detected
WBGene00000257	detected
WBGene00000259	detected
WBGene00000262	detected
WBGene00000263	detected
WBGene00000266	detected
WBGene00000268	detected
WBGene00000269	detected
WBGene00000270	detected
